TF,std,mean
RARA,160.63967435220758,503.61058823529413
CREM,157.0363166254765,551.2305882352942
DBX2,305.50930693268367,727.5107647058823
HIF3A,273.2339991458689,818.626470588235
HIC2,256.2307572992563,849.8560588235296
HSFX2,360.48068905855155,1290.2941176470588
ZNF438,273.4326705906371,786.2470588235294
ZNF487,234.0039234612664,884.2699999999998
JRK,310.0011797946403,972.2441176470588
NR1H3,163.64675056266188,511.0764705882353
ZNF229,314.12100589349853,683.9676470588236
PRDM12,246.656980134231,812.1682352941172
ZNF415,271.849693422663,796.1537058823529
ZNF540,292.9799608773159,842.8066470588232
ZNF468,246.09047316575396,698.8858823529414
SON,340.7280744888305,783.4764705882353
ZBTB12,251.57884245314852,797.4105882352941
SIX2,187.5847945365393,570.4135294117656
ETV5,239.8472022912079,721.2670588235294
IKZF5,250.39536091934073,740.7941176470588
DMRT1,214.10075701066748,578.1979411764715
ZNF595,295.5863638656334,726.2176470588236
SPIB,244.79556799427863,623.8029411764716
TBX3,181.60676870921534,547.1570588235303
FOXO1,158.2558553927726,488.44823529411764
GMEB1,271.832485606701,827.9023529411768
ZNF212,271.6483196719202,793.3558823529412
ZNF583,230.1156549482887,857.7247058823526
ZIM2,271.28098483112166,1039.7070588235295
FOXQ1,278.7452442408948,726.9633529411767
STAT6,197.02975580207067,563.9217647058833
PURG,352.37695529312055,760.8823529411765
NCOA1,200.1129141310445,569.3405882352948
ZNF433,245.48819695256475,778.9682352941176
NFXL1,229.10633830527976,761.2029411764706
IRF4,184.69391767057198,537.9505882352939
VDR,166.54942832857463,499.21058823529387
ZNF689,249.5627098965338,881.5064705882352
ZNF385C,245.84921778780952,890.2535294117649
SOX6,201.24776186976072,549.0885294117655
E2F1,177.92344810897106,427.86723529411796
ZNF425,252.75646609080758,853.7282352941179
PRDM5,183.05876810339788,552.460588235295
FOXD4L1,248.378845472214,835.0907647058825
ZNF34,255.43885738979,798.0158823529409
ZNF566,244.4897842896466,853.364117647059
ZNF217,132.26091484070616,466.03823529411756
IRF8,235.90162454270325,569.0176470588247
EN1,248.6426917348468,745.4564705882352
ZNF358,259.54267651683494,645.5837058823529
ZNF528,265.6019109276312,825.159411764706
MLXIP,265.56409118314747,732.8935294117647
ZBTB47,258.15708094298407,677.0370588235296
SOX10,214.71759205355792,532.0400000000006
ZIK1,248.68263598611466,748.8070588235294
TFDP1,257.71412258730265,623.4620588235302
NRL,271.56475364232097,680.285882352941
MYBL2,185.76477002519354,434.0171764705884
ZNF197,179.89520933920193,600.7200000000009
ARID5A,345.3639116556171,714.2558823529412
HMBOX1,207.09213775602873,620.1094117647067
FOXA1,160.2698799909101,425.2023529411766
GSC,262.62275939858694,774.7551176470585
ZNF596,237.29581923626495,997.1488235294117
ZNF575,241.17858389288298,728.8629411764706
ZNF112,330.60998581696435,830.3
ZNF665,231.68818014146547,841.4741176470591
BATF3,298.2959312836838,738.2068823529411
ZNF473,251.86591459526878,864.999999999999
ZNF335,198.99626561360068,617.6923529411774
CC2D1A,338.18690885399866,662.6558823529411
HES1,192.24766230575017,661.0135294117656
HOXD8,281.7398928106883,679.5157058823528
ZNF491,244.95778279084848,953.5058823529417
FOXO6,258.68687767419016,845.5423529411769
FOXF2,258.21343631114854,724.3335294117647
TGIF2LY,253.47166427222476,941.4329411764708
ZNF354A,222.5855880267531,769.1729411764703
MKX,303.8790418306587,631.4684705882352
AIRE,262.075807126147,855.2176470588239
SP2,166.64715291077837,479.53647058823486
ZSCAN1,275.3873803706145,781.0233529411767
PHOX2A,268.96997471002203,724.0705882352943
CENPA,416.22965745011146,763.2352941176471
ZNF202,291.30133082080874,790.3341176470586
ESR2,169.13353036882606,484.9576470588238
ZNF875,230.22116925936226,907.75
ZIC1,252.12229504043597,722.4594117647057
ZNF281,247.36183315100564,775.1917647058822
ZNF627,244.6996538845351,723.9398235294118
RFX5,179.1426084226025,551.6588235294117
KLF10,262.673920200764,720.6588235294121
ZNF589,203.3881282007478,598.3041176470598
ZNF821,241.9579828215974,926.5452941176471
ZNF703,249.24985017456515,731.8447058823532
ZNF33B,253.68836050111113,739.666470588235
HOXB4,196.815576788577,586.2523529411775
OSR1,366.122888451831,641.9088235294117
RBCK1,318.31372109101244,722.3264705882353
ZNF696,265.28867444685017,854.6182352941179
BBX,258.41949801111105,676.7094117647058
ZSCAN29,236.91748835816418,954.4099999999995
ARX,249.42996641370993,760.2629411764707
ZNF705G,286.21368268226155,1165.5058823529412
E2F4,144.67838851119507,404.23158823529417
ZNF880,296.9160883083726,860.3264705882353
RBSN,349.11130634845847,784.114705882353
ZNF24,206.32322736091814,635.935882352942
NKX32,319.2884826121751,767.0911764705883
PPARD,193.3746507746483,546.3038235294126
RHOXF2B,277.9984797177453,944.2633529411759
DACH2,310.19249773525416,753.2776470588235
E2F6,145.8174918664256,456.45647058823516
PRDM4,238.82849431644996,781.8084117647059
ZBTB24,246.8421444282239,679.830588235294
MSANTD1,322.57347518587306,893.95
ZNF526,269.2524044112497,795.5229411764703
FOXP1,147.65687346425534,473.3270588235295
NEUROG3,253.7771948628166,750.0935294117647
EBF2,331.19806280341334,770.5
ZBTB4,248.18479756271554,699.6482352941176
MBD6,317.3075902371974,701.7294117647059
RHOXF2,289.335660483508,836.0647058823533
NEUROG2,256.84284717197033,706.5047058823528
TGIF2,208.52273443569695,572.4747058823538
ZNF771,257.49650601409616,800.61
ZNF865,325.3595872647075,816.9147058823529
ZBTB9,259.61092613902497,694.6676470588235
MSANTD3,329.8791100596424,718.5235294117647
ZNF846,220.6027701457133,985.635882352941
ZNF182,267.8425559391475,790.0117647058823
HOXA5,249.21046288121804,737.7227647058822
ZBTB38,263.6749060775837,728.7723529411761
ZNF582,247.13223930689043,794.6858823529409
ZNF614,299.11290929943476,656.5058823529412
TBX1,278.71381139320965,801.638823529412
MAFB,216.17662882966334,596.0538235294126
ZNF625,255.80327717874263,740.66
ZNF691,249.65177339292387,842.150588235294
PRDM2,271.27990060961946,752.3952941176473
ZNF584,185.48913379777363,694.4405882352949
ZSCAN32,296.41971705663804,997.2470588235294
ZNF512,274.56414727658455,775.5364705882351
LHX3,283.6841164437196,757.4998235294117
ELF5,167.85912148437583,507.19176470588224
ZNF512B,278.28750931470995,802.3576470588233
C11ORF95,426.76691453142246,708.6647058823529
NEUROG1,248.81916054999613,732.5300000000001
ZNF677,237.34834028180677,952.8852941176466
DMRTA2,255.45348497880704,808.6494117647062
ZNF189,261.8278926196315,818.5511764705882
ZNF251,263.090630453412,754.5304117647057
VAX2,234.06654980784594,767.3764705882352
HOXB3,275.18487054402425,742.6100000000002
SIX3,245.70956732231826,749.4976470588238
ZNF343,252.4639258457796,862.5252941176471
ZNF578,236.87381151421943,805.8952941176468
PRRX1,342.14218485247443,656.3727647058823
HOXB5,264.87480484543534,716.4335294117648
ZNF777,289.6549620425154,823.1976470588233
ZNF7,261.74880507707377,865.4858823529414
ZFP28,284.0477283525579,765.8500000000001
SP140L,398.39305633012367,772.1558823529411
TFAP4,199.1499697299473,637.450588235295
DMTF1,284.8318450985572,723.0300000000002
CXXC1,284.38458033662874,734.0241176470588
FOXJ3,252.12718980682868,836.6705882352944
SOX17,234.3543112805956,525.1082352941186
PBX2,193.46566058507076,663.0970588235303
ZNF70,258.7490332378684,850.3676470588235
AHCTF1,267.94487016866765,828.5100000000001
HOXA11,285.1272978503882,733.9829411764706
ZKSCAN1,156.5346094226246,486.1823529411767
ZNF277,263.70637350881026,768.0870588235293
RELB,219.3349722387865,613.1205882352951
ZNF704,259.849991564325,750.8292352941178
ZNF792,252.38524404108153,794.3647058823531
LHX1,314.57853755673335,746.285294117647
AEBP2,255.00149070126577,636.0741176470588
FOXN3,267.3769938623179,692.7041176470588
IRF7,311.88045030060414,767.6282352941175
ZNF626,261.3787255274825,781.9111764705885
ZNF282,261.1580453777107,903.3917647058826
MYBL1,216.87535820975074,550.0111764705891
ATF7,222.3909759323038,559.7788235294125
MSX2,259.30715501473884,718.5917647058823
ZNF362,256.3189074507421,693.4870588235297
TFDP2,260.01450897694957,783.3282352941178
ZBTB26,262.712494617318,781.5194117647059
ZNF786,250.14001878906672,856.915705882353
FAM200B,294.8081053324655,869.1235294117647
ZNF286A,247.79584378125926,696.4900000000001
ZBTB16,200.8639216898698,580.0344117647066
ZXDA,261.830573102287,762.9004117647061
ZNF799,243.5485661622906,722.6017647058824
LCORL,246.52575881676336,710.6782352941177
KLF12,248.38097680309778,691.8888235294118
EPAS1,228.8855587390866,560.0264705882361
ANKZF1,278.8354926849454,740.6488235294117
ZNF732,327.8526244793567,877.2735294117647
ZFP62,268.14671993929204,729.73
DBP,260.99103083796365,795.8676470588232
ZNF587B,334.0489622630207,684.0294117647059
ARID3A,156.38012432650044,547.6776470588235
TSHZ3,293.6285283535473,637.1723529411764
STAT5B,210.07170476294945,626.4900000000009
EHF,229.83220276719288,621.7382352941186
ZNF668,294.8270401475381,810.388823529412
IRX2,258.89123507570775,807.2152941176471
FOXL2,259.07952222125283,763.8674705882353
ZNF302,238.71326440346382,789.5811764705882
SATB1,189.68651737170745,626.6817647058832
ZNF90,249.02230360133484,837.8988235294119
TFAP2E,242.99965276302683,876.3923529411766
RBPJ,156.51729338014027,472.2082352941177
TIGD4,250.19663073814252,798.7870588235295
VEZF1,250.24988985498666,752.7394117647059
ZNF205,272.62872248864727,760.6776470588237
ADNP,230.9318320531621,556.7091176470597
HMX3,278.6478220409388,748.7423529411766
THAP3,261.2713889435148,823.0300000000002
ALX1,279.9533531339582,719.761
CRX,201.33540614998353,622.9576470588244
ZNF22,258.16586412574895,699.5757058823531
CEBPG,206.11236941798788,592.0479411764713
GRHL1,309.60411502718796,748.7976470588234
ZNF326,267.8728082984299,790.889411764706
TMF1,310.40727920810934,787.0029411764706
ZNF507,269.2906513599207,745.6988235294117
BACH1,140.80919609718072,401.15529411764686
ZNF705B,278.7193995571948,1189.7529411764706
PITX3,317.56404373760165,691.800411764706
ZNF398,279.9362020606765,836.4264705882351
TTF1,328.23434055280444,887.0411764705882
NFKB2,212.71545659581267,578.5347058823537
ZNF705A,220.6321014542844,1009.9917647058824
TCF4,163.8018792431215,442.17882352941166
MXD3,286.2680932859158,812.9317647058823
NR5A1,288.894397825009,696.81
TFEB,217.6098609723652,651.4441176470598
RFX7,295.0817248257504,759.324117647059
PRDM9,262.11282204555016,772.6847058823528
RFX2,180.37051123742904,664.2788235294125
PLAGL1,226.38508013906724,658.6341176470589
ESRRB,205.40826706394003,634.6941176470599
HOXB2,259.92032257676453,756.5894117647057
ZNF250,258.29522954217805,787.8841176470587
ZNF781,257.3305531180613,865.8100000000001
ZNF718,253.22058080109935,741.1217647058822
HOXD3,269.0361343913078,685.0166470588233
ZNF236,283.45382483104197,745.084117647059
TCF24,263.2851514318592,776.0899999999999
TPRX1,270.4597197468952,923.210588235294
RXRB,270.65871914951003,749.9229411764709
ZNF646,230.70718037649183,905.2076470588233
ZNF273,226.8182047137265,859.0152941176469
ZNF177,240.72430768005205,711.7076470588233
PPARA,278.9088838606946,699.6178235294116
ZNF629,238.6171532597659,778.9347058823529
ZNF18,238.52670533875937,846.6600000000001
ZNF628,284.3246563688822,913.7823529411764
EGR2,278.52853966315865,750.9588235294118
EOMES,170.70172635051551,530.3576470588238
MEF2D,271.0551900369092,741.2588235294121
MSANTD4,294.8839841749092,710.7911764705882
TIGD7,285.4568697307974,763.7370588235295
MECOM,210.5023693961809,637.0758823529413
ZNF234,248.71604087285877,805.9864705882353
ZFP1,252.68067886559993,716.8511764705881
ZBTB5,244.28405595695142,792.5558823529414
IRX5,275.60421700115563,743.2082352941176
ERF,264.14324059172117,774.3199999999998
SMAD4,169.52897780013166,524.0376470588233
ZNF260,260.98881013762895,703.4635294117649
MYCN,147.06772907612117,473.43411764705894
ONECUT3,242.17298542534115,853.1099999999997
ZNF253,262.462172120793,771.1531176470586
ZNF445,278.58869723347425,827.8047058823529
CPXCR1,239.63940768429592,1087.9764705882353
ZHX1,195.3752584997195,609.0141176470597
ZSCAN5C,238.6111942948453,1008.634705882353
MZF1,275.3804478747576,693.8358823529413
ZNF831,323.02237026844233,709.4960588235296
ZNF740,193.5477588867051,667.600588235295
ZNF175,187.3539368893616,622.8235294117655
ZNF133,243.59997739914058,783.8441176470589
NEUROD4,263.16845457249343,770.7882352941176
KLF8,251.8565387788306,728.3652941176472
TBX18,309.109287151103,641.9841176470587
RFX3,284.88516804338957,848.7858823529413
ZNF75D,276.87074658207086,766.9535294117645
NFE2L1,190.34428321453174,609.5188235294127
ZNF721,252.06469700832295,705.5011764705883
ZNF180,246.9234053901764,732.6635294117647
BSX,237.66184201145347,955.8476470588236
ZNF84,257.8676466058286,686.0576470588236
ZSCAN4,257.82898704179394,846.3917647058822
SKIL,255.55635830769936,692.1835294117647
ZSCAN10,303.35184798327174,775.1794705882351
ZNF132,274.42744072733683,878.7435294117648
ZNF605,250.8326482396239,744.6482352941177
ZNF768,257.7558002695036,818.8311764705882
ZNF655,275.8285195888685,711.0494117647061
MTERF1,290.4674139395638,683.4088235294117
LTF,352.34749163894065,687.7323529411765
ZNF334,225.79660082463826,694.3729411764706
ZNF780B,296.56211188502874,726.0711764705881
ZNF808,252.47933183399675,715.3011764705882
CTCFL,157.54654428148066,505.830588235294
ZGPAT,258.7256796018051,767.6547058823529
FOXI3,320.04965407541124,834.9617647058824
JRKL,226.9097765992563,902.9776470588234
ZNF207,210.5359557777539,637.425882352942
NR4A1,210.08499144394744,572.1582352941184
NR1H2,211.46090719875522,567.2155882352947
PHOX2B,260.02842516710245,732.6152941176473
LBX1,299.1084966090995,747.2621764705883
EVX2,256.46361530631066,962.3405882352939
FOXE3,260.95221769021566,688.223117647059
PAX1,262.781019650485,768.4511764705882
TCF23,248.99701607922768,797.4711764705881
PIN1,363.98458188880346,700.7558823529412
ZBED1,196.29736989432078,610.0652941176481
EVX1,262.24876341820044,867.9070588235295
HMG20A,248.3585955052984,739.9382352941177
TIGD5,251.63585793139134,746.7717647058822
ZNF280A,279.7057464599448,794.0276470588234
TWIST2,344.96047283616804,698.4617647058824
HBP1,200.3580248891642,593.9347058823539
ZNF518A,271.979858556008,755.5511764705883
ZNF763,240.05553830071878,892.9352941176473
ZNF772,260.2223034376654,790.1964705882355
ATF6,276.0552668432482,828.7017647058826
ZNF800,277.8331957161307,742.2717647058823
FOXP3,218.9344733412533,594.6326470588244
BHLHE41,353.45190160128163,707.2
ZSCAN16,242.225491741242,748.0329411764709
HOXA4,279.01365059231415,720.174882352941
NFIA,275.3105757094323,690.3582352941179
CPEB1,340.31927046164475,832.064705882353
ZNF404,240.18187052667025,725.9158823529413
ATOH8,283.41844319655877,676.4429411764706
ZNF569,244.18510309591883,754.1899999999999
ZNF664,261.7014847182268,832.8170588235297
ZNF581,266.27451139437267,709.5798235294118
CREB5,265.30287271493523,733.2411764705882
ZNF814,320.22145695045526,751.5323529411764
ZNF529,248.44178432881878,778.9835294117647
VSX1,240.7661190501939,841.8994117647063
ZSCAN2,255.42466470305956,845.7352941176471
PRRX2,312.17959929133735,627.7187058823532
FOSB,304.0325603383792,745.9623529411767
FOXD2,268.8272552768344,825.1557058823531
ZNF141,247.43050244151712,766.1399999999998
ZFP92,233.4111184933963,881.340588235294
ZNF709,257.64379811461896,806.1417647058822
TBX2,241.81641727941982,879.9470588235296
ZNF223,248.37695573937583,713.4676470588234
ZFHX4,231.2982999646038,689.6505882352943
ZFPM2,268.4390396152504,807.3552941176468
TBXT,203.71111824550118,604.3888235294128
ZMAT4,315.39539439609564,757.3519411764704
MYT1L,349.3914968548749,752.3866470588235
ZNF200,264.0329709605674,833.2082352941178
FOXN4,245.23912860389734,876.9529411764706
ZNF544,230.61595289398974,760.624705882353
HES4,259.71363533524055,749.6676470588235
FOXD4L5,246.2920530022943,771.0964705882354
NKX25,364.97634948814755,696.9264705882352
ZNF572,272.96198290134856,865.7098235294116
HIVEP1,257.19834989759414,716.5358823529413
PAX4,253.0756829529918,886.5723529411767
ZNF117,237.6217794176336,725.3623529411766
CBLL2,218.3769698304165,1082.7894117647058
GSX1,251.59728574770904,782.8376470588237
ZFP2,245.19537109540488,773.2641176470588
NR3C2,277.8668664979498,736.9023529411766
SP100,305.81178482362907,710.4232941176472
HOXB9,258.7849617173853,743.4182352941181
ZNF827,263.5130333557463,765.0082352941178
ZBTB32,268.1026357333256,805.5670588235292
ZNF222,248.85033317072046,814.3605882352942
PAX7,270.3438426323352,803.155882352941
NFKB1,226.97099135607561,584.9500000000007
TET3,204.8338594836074,660.7317647058824
ESRRG,263.70477335607,744.3805882352942
KLF14,236.70547738270125,990.0264705882353
ZBED2,253.76391968425887,738.6588235294117
ZNF737,326.5633992151089,731.3117647058823
SATB2,266.7966161193109,748.4533529411764
ZNF319,272.0476663481513,786.8762941176473
POGK,235.85150169412722,796.2635294117647
ZNF823,240.36614244748634,763.6070588235294
ZNF311,248.04141099360666,693.5505882352943
POU4F1,262.12058399347495,720.3417647058822
ASCL5,284.7549392484414,1064.0176470588235
INSM2,280.4091501922413,732.6109411764706
TGIF1,264.76921566699315,758.2082352941176
ZNF707,241.6321193818217,881.7711764705881
IRX3,259.47721953182975,769.2723529411765
ZNF385B,278.2471423492938,720.4858823529411
HOXB1,276.6126968780329,797.4970588235292
MSGN1,277.776549599644,884.0688235294117
MLX,256.91761291843386,751.6735294117647
ZNF490,271.7150815644942,886.4564705882353
ZNF536,297.2990233227188,758.7827647058824
ZNF562,243.15298784169875,792.5864705882353
ZMAT1,266.07459596962707,794.4068823529415
ZNF275,241.09067426642363,801.5635294117646
ZBTB20,250.45574338743677,816.7964705882351
TFCP2,261.44191100737254,871.7917647058822
ZNF318,209.8794491274182,645.2776470588244
ZNF25,272.95895575457354,716.4399999999997
ZNF746,291.0278055002865,771.7476470588235
ZNF547,237.98089061215424,828.2258823529406
NFIX,251.12736120843402,728.3929411764706
ZKSCAN5,234.2185114268781,793.5576470588238
TBX6,258.12444720664524,935.7070588235297
MNT,199.20960913853813,626.0223529411772
ZNF266,262.7411838990463,778.4341176470588
ZNF300,254.11462893281242,670.2788235294116
POU5F2,296.834265681426,924.4911764705882
ZFP30,259.6160680326181,824.6994117647057
HHEX,192.66286414079622,623.3400000000009
ZNF561,253.91277104488114,697.5748823529414
ZKSCAN3,249.65634281862708,784.2841176470588
NR4A2,198.8891206849587,665.385294117648
MEF2B,199.09530295188003,639.4541176470598
ZBED5,323.2079211365587,830.8352941176471
ZNF436,285.9762015612145,726.135294117647
NPAS2,274.4548294795398,773.6111764705882
ZNF14,262.5001212676033,691.1982352941176
TFAP2B,263.3335414076262,779.464117647059
ZNF787,277.640466965145,798.1529411764704
BNC2,300.001840845147,648.1717647058822
ZSCAN9,327.9111951514823,796.0323529411764
SP1,153.0570958986958,526.2647058823529
ZNF107,299.96854523105156,685.516117647059
NANOGP8,317.9265452907122,809.3235294117648
NR4A3,271.74995115664836,749.4357058823527
TIGD6,251.13162690167468,796.7358823529411
DMRT3,247.13358683178038,821.1258823529413
OVOL2,205.73094381316457,708.5405882352951
HOXC10,285.7332285392903,707.3525882352941
ARNTL2,290.4580452092887,737.4029411764704
FOXO3,207.03297372697233,601.7529411764715
ZBTB14,303.3389961846891,826.3882352941176
ZNF577,259.877247081471,727.2276470588235
L3MBTL1,325.1462395020188,788.6529411764706
ZNF157,231.1570735313504,937.8911764705882
ZBTB7B,273.17486028108954,782.8494117647057
ZNF784,297.4073756169373,759.8223529411767
ZNF496,257.25215855952763,770.5241176470589
BCL6,174.97165983641523,515.8423529411763
ZNF501,276.88105222854864,743.7823529411766
ZNF30,277.64034907607584,789.4229411764705
LHX6,257.8724479494013,674.7829411764709
ZFP91,227.86040116041602,901.531764705882
CSRNP3,386.0545539900503,756.2294117647059
NKX12,357.4366355748895,759.035294117647
SPEN,341.4381033507688,753.0294117647059
ZBTB44,266.6427032616105,734.1849411764705
BHLHE22,218.28446821340535,544.9364705882356
ZNF699,244.44886974924762,800.3088235294117
ZNF586,269.1580558621699,736.5300000000001
SOX15,289.20656830637927,821.6274705882358
CREB3L4,286.2314489899399,741.0476470588236
LHX9,256.2855402892794,745.7184117647057
ZNF71,236.75999419018916,780.0982352941177
AR,144.2473934986421,439.1188235294118
ZNF276,275.8655137653097,756.4511764705884
NR1I2,253.119736826075,602.3964705882357
TBX4,251.67565680866522,866.7935294117646
DMRTA1,240.02091620554734,728.2570588235297
ZNF75A,255.88849604589902,804.2823529411767
ZNF525,334.5805195988293,839.4323529411764
ZNF671,265.1512307438613,843.8064705882351
SETDB2,256.9951456274763,799.6876470588235
ZNF695,328.93418669740623,720.1589999999999
ZNF165,206.0169705836512,668.2117647058834
ZSCAN30,317.85491357572636,819.7352941176471
ZNF449,259.96024333380257,772.2601764705885
SOX7,317.8277893793722,706.0527647058824
ASCL2,242.91440052607967,734.7758823529413
TBX19,232.6362332166274,824.963529411765
ZBTB22,261.5398169089181,763.0776470588237
ZNF69,262.92384570857365,724.9229411764704
HMG20B,262.91957639075736,742.7088235294115
ZNF597,252.28448558984982,776.4541176470589
PHF21A,280.36321965428124,783.8572352941177
ZBTB39,277.2479624146406,825.8076470588235
ZNF337,257.73734808720565,904.245294117647
ZNF146,288.3137106951383,719.9805882352945
TEF,279.7308322253066,693.8204117647056
ZNF154,287.0000660604362,735.2960588235294
GZF1,248.98598260531986,843.1547058823533
ZNF557,230.39723531560026,859.889411764706
KCMF1,252.98319255904852,830.9952941176468
MAFG,188.75614150023037,673.2747058823538
GLIS1,278.72652452289225,642.7915882352942
LHX4,241.32691166356364,852.2929411764705
YBX3,383.23154057016603,742.785294117647
ZNF726,298.5927670320276,910.7029411764706
ZNF221,267.34844742146976,752.9652941176473
ZNF730,341.8030195548579,918.5235294117647
ZNF214,234.1222523510847,743.7888235294117
ZNF32,256.10987343141755,779.9082352941177
GCM2,253.9272293131128,860.280588235294
CAMTA1,284.92118022015114,740.8829411764706
DUX4,165.91068378732874,739.5941176470589
NR2E3,289.0739410220196,764.9735294117647
ZNF254,254.00964374122358,714.3413529411766
CUX2,286.28801839568234,730.0972352941177
ZFP69B,339.00876577690684,747.714705882353
GTF2IRD2,236.22380115288396,899.2223529411763
HOXC12,271.8157268941327,708.2907647058825
ZNF121,256.6995197372698,685.4152941176469
ZNF461,245.12956854603564,867.2317647058825
ZNF585A,255.14212242302983,758.1652941176471
ZNF430,231.72531688521903,824.6923529411771
FOSL1,181.80023667857822,477.7529411764707
ISX,344.27452723764264,813.2798235294116
FOXC2,301.90858949309074,645.9347647058825
ETV6,204.55883453322173,641.9911764705893
ZNF761,270.0352201029836,744.504705882353
ZNF641,300.59647079273174,723.7688235294116
NKX31,385.55686922720514,841.9
ZBED9,305.2661849071314,1081.9882352941177
SP9,338.8679786732084,798.4205882352941
ZNF778,244.95865170026633,781.924705882353
BNC1,290.7796706555569,714.1051176470586
ZNF471,249.7624945613795,798.8470588235291
ZNF735,310.32080455609344,1058.2058823529412
ZFHX3,256.49754665078154,749.7099999999999
PAX8,206.8052428213701,608.5217647058832
ZNF43,259.8324983894105,762.0923529411765
ANHX,356.27986005257316,859.6088235294118
NFYC,261.36914186487,817.2394117647057
ZNF662,257.4481667585753,727.1035294117647
ZNF679,204.88991402828648,965.1241176470592
TRPS1,256.70748519465394,683.0286470588237
ZNF546,258.66193472928643,934.5488235294117
PBX3,151.0576776684873,481.17764705882337
CDC5L,285.05556360741906,714.9523529411764
ZNF550,253.80590562935197,759.9088235294117
ZNF850,306.0886681825494,828.0617647058823
ZNF239,280.2951252148836,721.5750588235296
ZNF558,264.7117350131499,775.6682352941178
ZFHX2,235.9684316325269,874.7464705882353
HMGA2,306.680788367839,709.6125294117646
PROX1,235.86099015963003,597.4111764705891
IRF5,321.0024927038983,776.4321176470586
MSC,265.8724965796986,729.0994117647058
ZNF83,193.08550106235643,600.641176470589
FOXA3,329.29467838012647,772.8592352941175
SHOX2,279.64308357842674,767.6380588235293
ZSCAN31,304.061577737206,898.2882352941176
ZNF658,314.66512534257265,722.9176470588235
ZBTB10,241.36127038163497,676.7
ZNF610,237.0267459100645,955.3711764705885
IKZF3,328.64826811361615,724.9060588235292
E4F1,220.71254883133733,668.6088235294126
KIN,245.59244461803638,863.5247058823528
FOXO4,241.85880919762874,738.3858823529412
ZNF844,329.152730118056,844.7088235294118
HMX2,289.0468520501915,780.2705882352941
HOXB13,198.53760749183857,680.5682352941185
ZNF714,274.8428004837013,695.9747058823527
POU1F1,246.78044031535723,852.5176470588239
ZNF785,326.8399561752857,851.45
ZNF365,297.32035400854306,683.5425294117647
E2F5,195.63759581945382,600.861176470589
ZNF776,266.53060125984774,852.2794117647059
SP7,244.8126290651864,742.8858823529412
FOXN2,273.0076113458509,713.3558823529414
SIM1,254.67709864993552,748.0582352941178
PURA,333.7255826751197,726.3235294117648
HSFY2,285.56998347678405,976.785294117647
HOXC4,255.86676835592976,712.9642941176471
SMAD9,294.6672436588422,688.6750588235294
ZNF623,256.49526080994224,770.1847058823528
NKX61,324.19052595616597,739.114705882353
ZNF134,240.68066598889123,659.8611764705882
PBX4,266.8247528009247,838.7070588235295
ZNF559,250.82636067167405,775.0458823529411
ZNF155,262.9864352982037,811.9401764705885
ELF3,234.12531848564382,609.3611764705889
MTF1,351.19764761041137,744.7558823529412
POU2F3,247.83965464990806,738.3882352941174
OTP,251.30215982467072,761.7499999999998
WT1,207.71197104525882,575.2867647058831
SOX13,201.53435305149628,582.6867647058832
FOXL1,281.513590064282,676.2576470588235
ZNF26,270.8384703264757,749.0768235294117
CXXC4,236.70065674959045,559.1814117647057
DR1,257.0888531504258,717.2200000000003
ZNF804A,293.1237743955788,774.4133529411762
TSHZ2,285.03647830570424,739.4704117647061
ZBTB49,316.07407131990107,919.2088235294118
ZNF230,236.68739990014927,927.0264705882353
YY2,272.6582008806694,744.7411764705881
HOXA13,285.02610718229994,744.5723529411763
ZNF383,237.23617730687985,837.6141176470586
ZNF322,311.36945011907596,645.15
THAP12,317.000098285337,910.2264705882353
ZNF485,272.03341581046857,731.1939411764704
GRHL3,348.8889845902259,737.4219411764705
ZNF843,250.6142639158963,875.36
SP3,278.587656895119,760.4423529411768
HLX,298.02983951502904,762.1186470588234
ZNF518B,259.1428671334538,674.3523529411765
ZNF483,246.57207520690832,797.0794117647063
TP73,249.5005643344364,763.910588235294
HESX1,265.53766910244565,860.5786470588239
ZNF169,239.97950424724598,945.6329411764706
GCM1,218.7086261596252,759.6817647058822
ZNF215,266.4433102900676,836.4058823529411
ZSCAN12,259.82144943900107,748.5282352941176
NFE2L3,267.8871181122189,837.0170588235295
CCDC169SOHLH2,389.1589896792475,1248.270588235294
ZNF697,277.4155756758567,792.4776470588239
E2F3,268.8614015762965,808.1229411764704
THRB,255.1397647088366,701.381
ZNF256,261.4721912187164,751.539411764706
ZFP64,239.12148661422853,844.0394117647056
ZBTB48,296.6908912386105,787.9329411764704
ZNF878,364.18960047955665,851.6382352941176
ZNF44,245.58024759829937,802.1211764705879
ZNF57,261.6809207576062,743.6688235294118
NAIF1,266.0699080525836,1072.6558823529413
LCOR,293.2754854426856,705.2758823529413
GATAD2B,292.7006390761023,854.5729411764707
ZNF675,240.1582376338073,749.4082352941176
NKX28,331.9611708372125,934.1382352941176
KLF9,195.65176815945017,587.5264705882362
ZNF527,263.0029846376233,821.4435294117646
FOXR1,274.4607289545313,863.6388235294116
ARID5B,242.57497023349305,730.8223529411765
ZNF226,232.42842234566922,758.1764705882355
HIVEP3,264.9675376193611,725.0380588235295
ZNF660,263.2417848129229,833.7135294117646
LBX2,272.0265017167789,819.2229411764704
ZBTB43,249.91252121006355,696.0270588235292
SNAI1,294.7155080931771,765.6801764705882
TFCP2L1,281.06114796148006,747.6613529411765
DDIT3,267.3014822183028,851.0905882352939
